drug_kegg_id,target_ko_number
D13021,K11406
D09190,K06454
D08914,K07375
D09644,K22273
D06621,K19261
D11885,K05090
D00076,K04135
D08205,K04139
D03692,K01313
D01240,K01539
D10639,K22274
D00966,K08550
D12629,K04263
D08407,K04843
D11039,K24802
D08870,K06067
D08870,K11405
D03546,K10807
D11049,K00463
D01516,K08528
D10481,K05098
D13008,K06619
D01748,K04142
D07941,K17388
D12005,K04263
D08459,K04833
D06646,K04141
D04024,K04361
D09959,K04447
D09214,K05425
D01275,K03164
D04862,K05459
D02268,K04136
D00960,K07434
D10696,K05099
D09935,K02163
D08860,K13293
D09883,K04361
D01794,K04141
D02239,K04837
D11835,K00031
D10062,K05098
D08459,K04837
D00900,K19392
D00341,K10808
D03492,K04842
D11568,K01314
D00642,K04843
D00752,K00088
D01831,K04280
D08212,K04136
D08215,K04838
D05409,K03899
D00616,K04857
D00345,K14426
D07546,K13298
D08844,K05130
D00745,K05130
D00643,K04838
D00564,K00355
D12160,K07370
D12066,K05172
D00640,K04833
D03880,K04141
D11391,K21037
D00645,K01539
D04004,K19021
D09629,K11126
D08603,K00760
D09947,K05079
D01041,K04841
D00642,K04838
D07538,K04198
D08459,K04843
D03455,K04361
D09207,K06452
D12282,K04189
D12619,K25015
D04004,K13296
D03674,K03911
D12114,K24152
D11375,K05083
D00417,K19021
D08215,K04836
D00636,K04833
D00513,K04142
D07259,K04280
D05095,K00088
D10801,K26105
D00076,K04136
D02537,K04141
D02499,K24801
D00297,K01539
D12835,K08627
D02197,K07375
D12296,K06450
D10438,K05426
D02386,K10951
D12421,K01314
D00602,K04142
D07140,K04264
D02268,K04137
D00748,K05068
D06272,K04366
D10081,K22274
D00643,K04836
D01041,K04838
D07546,K13293
D11768,K05092
D06637,K06067
D08108,K04361
D00643,K04842
D03879,K04141
D00107,K04348
D13021,K18671
D09731,K05088
D11444,K11430
D09959,K11217
D11885,K05096
D08064,K04135
D07546,K13755
D01161,K08551
D10396,K05096
D10836,K24802
D08215,K04842
D00638,K04834
D00638,K04841
D07137,K05357
D10968,K04288
D08870,K11406
D10452,K07375
D10624,K24802
D11463,K06466
D00076,K04138
D11673,K01324
D00642,K04842
D11014,K22273
D00891,K24802
D03492,K04843
D09730,K24070
D02398,K12344
D10139,K01320
D06888,K06493
D12164,K20414
D13022,K06465
D00636,K04840
D08552,K05090
D10582,K22273
D10582,K22274
D11395,K24802
D00636,K04841
D03991,K04837
D04774,K04833
D07140,K01832
D02268,K04140
D05711,K04266
D01806,K04143
D08407,K04836
D00636,K04834
D00150,K04166
D10708,K24266
D08271,K04136
D01943,K08555
D00413,K24802
D11527,K06087
D08876,K22274
D08318,K04142
D00638,K04836
D10175,K04368
D12129,K24152
D11441,K04197
D00643,K04843
D01041,K04836
D07538,K04197
D10968,K04293
D10838,K24802
D08318,K04141
D01220,K13755
D10930,K04295
D08870,K11404
D08870,K11418
D03492,K04838
D10137,K05097
D12266,K08871
D11323,K00922
D11885,K05097
D08074,K04141
D06652,K04874
D11051,K12318
D00748,K05069
D10396,K05097
D10891,K05099
D10797,K00922
D10003,K00643
D09033,K06268
D00640,K04836
D05087,K04139
D06665,K04878
D12444,K06619
D09012,K22273
D12531,K05414
D09575,K06454
D01655,K21037
D10874,K09592
D00602,K04141
D10319,K11406
D10358,K11217
D08933,K06467
D00636,K04843
D08805,K05133
D04862,K04361
D07537,K04143
D02239,K04838
D10787,K03164
D10995,K11217
D07962,K04834
D08459,K04841
D10396,K05098
D00636,K04997
D04774,K04837
D07546,K18283
D03150,K02737
D00964,K07434
D04720,K13296
D01041,K04842
D08095,K04957
D09731,K05119
D02537,K04905
D03991,K04841
D10483,K05131
D08607,K06493
D00609,K04135
D08443,K04141
D00642,K04833
D03252,K06619
D02537,K04851
D05087,K04140
D08407,K04833
D11079,K05055
D10019,K11406
D00642,K04834
D00303,K04837
D00586,K08557
D07682,K04197
D02537,K04135
D06172,K04834
D03991,K04843
D07141,K00509
D10801,K26103
D06329,K04141
D00638,K04840
D11847,K03909
D07507,K24802
D00636,K05005
D02239,K04833
D03232,K05079
D04774,K04840
D01840,K04514
D11138,K04360
D11453,K06170
D09587,K05145
D03330,K03898
D10315,K04447
D09033,K04348
D12704,K07370
D08064,K04136
D05266,K05056
D03305,K05130
D02084,K19021
D05446,K05083
D09371,K05098
D04774,K04841
D09572,K12319
D00303,K04843
D01220,K13298
D08805,K05132
D11391,K24802
D08607,K06476
D06172,K04838
D10061,K05164
D02369,K04280
D06068,K07203
D08215,K04843
D11664,K04197
D09588,K05406
D11045,K08557
D10548,K24803
D11441,K04198
D00643,K04834
D03651,K05079
D10137,K05096
D02106,K10054
D04187,K04288
D00643,K04841
D08092,K04142
D08482,K04138
D12266,K11721
D10846,K05079
D10137,K05098
D02014,K04167
D01041,K04837
D00303,K04838
D02769,K04266
D10427,K03163
D00638,K04837
D00638,K04842
D03931,K01324
D08844,K05131
D10064,K04365
D07962,K04843
D06665,K04893
D01220,K19021
D00150,K04167
D10994,K11217
D04977,K03911
D07833,K04137
D02268,K04139
D00746,K05130
D10866,K05119
D12833,K06459
D08407,K04840
D03991,K04833
D10135,K04198
D11138,K05101
D07901,K03164
D02498,K22599
D10615,K04369
D12568,K04266
D02631,K15014
D01019,K04136
D07962,K04833
D00382,K14425
D00418,K05004
D07941,K04514
D10307,K05082
D01220,K13296
D09939,K04363
D10927,K05094
D10469,K22273
D06402,K05090
D01937,K19392
D08074,K04142
D01019,K04138
D01304,K05035
D07546,K18437
D00161,K00760
D08971,K04189
D08215,K04841
D05147,K12323
D04774,K04834
D03259,K06473
D06234,K04135
D07874,K04135
D00636,K04836
D00483,K04141
D08354,K05357
D03436,K13822
D08232,K03899
D00748,K05070
D12311,K02737
D07582,K00509
D10019,K11409
D00640,K04838
D10778,K22274
D00107,K17610
D00602,K04143
D04774,K04836
D08482,K04139
D02734,K24802
D07100,K03164
D08108,K05083
D09347,K05855
D10830,K03899
D08286,K04136
D00303,K04840
D01220,K18283
D08620,K05087
D10104,K04365
D00331,K10951
D06213,K04263
D00636,K04842
D03991,K04842
D10832,K22599
D10514,K04361
D10019,K18671
D08459,K04834
D09958,K24802
D03235,K05061
D06637,K18671
D08024,K03164
D09190,K06449
D12001,K04361
D00331,K14425
D13021,K11409
D03492,K04836
D08095,K04956
D10642,K03163
D10315,K11217
D06637,K11408
D08679,K07375
D10889,K04447
D10600,K24802
D12368,K06451
D00640,K04837
D07962,K04842
D08459,K04838
D09980,K05083
D01982,K24802
D09033,K17611
D11463,K06451
D01840,K17388
D01634,K10951
D08244,K04157
D11014,K22274
D06637,K11406
D08443,K04143
D12421,K01320
D06172,K04843
D09936,K02162
D10893,K07370
D00296,K24802
D12596,K00509
D08407,K04841
D01064,K00560
D11070,K07370
D03891,K04142
D02300,K04265
D00648,K04905
D11366,K06744
D09935,K04570
D09935,K02162
D10372,K02091
D08306,K19392
D01026,K04905
D07729,K04298
D03786,K07434
D10639,K22273
D09207,K06450
D07782,K24802
D02774,K04135
D07560,K04135
D10845,K01324
D09017,K04298
D02214,K03164
D11969,K04361
D06637,K11407
D05803,K05066
D02300,K04266
D00045,K04265
D09951,K06619
D02116,K04280
D11834,K00031
D06888,K06476
D01155,K10807
D06637,K11405
D12833,K06458
D13021,K11405
D10773,K06745
D03492,K04840
D00739,K04842
D10542,K05119
D00491,K07375
D00769,K04298
D02933,K19021
D10319,K11409
D08459,K04836
D11039,K24803
D11215,K04288
D10600,K24803
D00303,K04833
D00303,K04841
D11142,K04167
D07546,K18438
D04554,K05131
D11322,K08960
D11965,K03984
D07833,K04136
D11371,K04456
D10758,K03899
D06402,K05092
D00636,K04999
D10968,K04295
D10138,K05097
D00745,K05131
D09710,K01314
D09730,K28005
D09701,K00512
D00642,K04840
D06172,K04842
D10831,K03899
D07147,K01539
D00405,K04138
D08552,K05092
D00564,K05357
D10227,K03899
D08215,K04840
D00739,K04834
D11138,K03176
D09190,K06455
D08649,K04280
D03136,K01313
D06172,K04836
D04774,K04838
D04774,K04843
D00616,K04851
D10817,K06745
D02239,K04841
D11251,K04361
D06328,K04141
D09033,K17610
D10800,K05092
D07436,K03156
D01019,K04137
D01041,K04833
D07962,K04840
D11408,K12406
D00076,K04140
D02537,K04857
D00636,K05004
D01441,K06619
D11386,K06465
D00902,K19392
D10927,K05093
D11141,K05084
D07136,K05357
D11485,K11430
D05216,K02161
D09670,K04670
D07833,K04138
D09936,K02539
D09932,K06467
D02537,K04893
D08798,K03899
D03353,K03911
D00636,K04905
D08093,K04142
D08271,K04135
D10901,K00031
D13021,K11418
D08095,K04955
D01068,K07375
D02598,K03156
D10514,K05085
D02168,K03163
D04720,K19021
D00642,K04836
D00197,K08155
D01182,K04142
D02771,K05184
D01354,K05184
D03644,K03911
D08614,K04139
D07580,K00509
D02910,K04893
D01307,K04137
D06623,K04162
D00693,K05175
D00693,K05184
D00714,K05186
D07552,K04837
D02722,K04258
D10538,K01321
D00600,K04141
D03830,K04857
D12384,K00011
D00199,K04841
D01573,K04137
D01243,K04840
D07294,K00509
D00737,K04841
D11081,K00106
D01287,K04833
D00252,K04840
D07945,K05037
D02618,K05189
D01581,K11987
D03914,K04851
D00611,K04808
D00611,K04810
D09819,K04149
D02350,K11987
D00454,K04149
D01226,K04145
D00058,K05175
D10915,K04278
D02272,K04842
D06623,K04146
D00375,K04836
D00758,K04805
D00738,K04838
D08397,K04153
D08103,K00509
D04650,K05184
D08106,K04135
D00199,K04840
D00693,K05186
D01049,K11987
D01277,K04140
D00611,K04806
D08411,K04137
D00654,K14425
D00760,K04813
D08102,K00509
D00470,K05189
D02910,K04838
D02969,K04838
D05206,K04138
D09766,K03914
D00375,K04837
D01293,K05185
D00283,K04139
D00759,K04811
D01369,K04135
D00252,K04843
D09569,K04928
D02103,K04840
D01206,K00106
D00639,K04837
D08284,K04139
D08311,K04842
D04051,K12324
D05938,K04215
D00553,K04838
D01254,K05184
D11604,K08530
D00172,K01320
D08001,K14425
D04111,K10951
D01071,K05192
D03914,K05004
D01333,K04137
D11769,K04145
D02680,K04144
D02252,K05192
D00694,K05184
D00789,K04138
D08311,K04840
D00507,K04137
D00507,K04140
D08411,K04135
D01896,K04264
D00760,K04805
D00700,K05189
D09794,K04137
D00656,K14426
D00639,K04842
D01238,K18436
D03197,K04214
D06623,K04136
D02771,K05181
D01096,K04149
D10156,K16834
D00454,K04146
D01354,K05189
D01354,K05192
D02623,K04145
D07086,K01314
D03914,K04893
D03415,K04137
D00606,K04138
D02247,K04130
D11696,K03994
D04095,K04841
D08101,K04215
D00702,K04145
D00160,K01315
D04532,K04135
D00647,K04905
D06653,K04874
D00181,K01313
D08162,K00509
D00700,K05185
D00555,K05186
D03830,K04851
D07831,K04215
D00308,K04137
D01354,K05181
D03363,K08555
D00507,K04138
D01573,K04139
D00158,K00509
D00510,K11987
D00283,K04138
D05312,K04215
D00454,K04157
D00639,K04841
D00479,K04145
D00698,K05192
D02618,K05192
D10539,K03899
D01238,K18283
D07843,K15014
D00679,K04153
D07273,K04805
D08101,K04213
D00477,K04833
D00608,K04135
D03264,K04129
D07804,K04133
D00549,K05181
D01333,K04136
D02910,K05001
D07184,K04141
D08797,K01321
D01455,K04837
D01485,K04135
D11203,K04859
D02037,K04145
D00283,K04147
D00470,K05185
D00549,K05189
D03415,K04142
D08458,K04841
D02771,K05192
D01973,K04153
D00375,K04843
D08162,K11987
D00700,K05186
D08647,K04268
D07834,K04138
D02969,K04840
D07278,K00106
D08691,K04145
D08489,K04146
D00548,K05175
D07552,K04842
D00386,K04824
D10656,K11987
D02350,K00509
D07298,K05184
D04095,K04837
D02047,K01059
D07969,K05357
D02272,K04837
D08435,K04833
D00997,K04138
D01810,K05033
D01071,K05185
D01328,K05189
D00760,K04815
D12633,K10366
D01382,K05192
D01293,K05189
D00738,K04836
D00737,K04833
D10516,K04153
D11150,K04834
D00679,K04137
D07945,K04157
D10790,K04859
D00767,K04808
D00714,K05184
D02111,K04214
D00635,K04141
D00639,K04838
D04458,K00276
D00252,K04836
D07993,K04841
D01455,K04838
D10824,K04298
D00059,K04145
D01412,K04145
D00738,K04837
D00779,K04133
D02207,K04810
D10516,K04146
D01310,K05181
D00549,K05192
D07845,K04850
D00608,K04137
D01810,K12318
D00225,K05189
D11203,K04858
D03711,K04132
D02252,K05186
D07552,K04841
D02292,K04130
D00759,K04806
D07931,K04139
D01029,K06493
D08149,K00509
D01044,K04144
D01369,K04850
D10818,K03899
D00283,K04157
D04650,K05185
D05587,K04141
D08590,K04145
D07993,K04837
D05148,K12323
D04532,K04136
D00255,K04137
D08181,K04840
D10915,K04277
D07946,K04144
D10488,K04306
D06880,K01313
D00633,K05840
D09819,K04140
D02103,K04834
D08489,K04147
D00767,K04813
D08421,K04837
D01152,K04842
D08458,K04833
D00637,K04838
D01307,K04136
D10662,K04577
D00845,K04215
D02103,K04838
D11150,K04841
D11160,K03900
D01020,K04137
D07931,K04140
D00633,K04144
D00430,K05189
D00404,K04854
D04486,K00787
D01741,K04141
D02272,K04836
D00272,K14425
D01328,K05175
D02562,K00274
D00058,K05186
D08311,K04834
D00302,K13293
D00535,K13524
D08181,K04842
D01823,K11987
D00694,K05181
D08106,K04142
D07568,K01315
D01445,K04135
D01582,K11987
D08181,K04833
D00280,K05185
D01844,K01314
D02969,K04836
D00199,K04843
D01287,K04836
D00694,K05189
D08682,K05357
D01071,K05175
D07268,K00509
D01485,K04157
D08358,K04140
D01455,K04843
D00199,K04834
D00847,K04215
D02103,K04837
D00694,K05175
D11757,K06465
D01399,K04215
D01860,K04145
D01445,K04136
D02860,K04258
D00225,K05185
D02995,K04145
D00759,K04814
D02207,K04809
D07580,K11987
D02910,K04841
D03213,K01314
D10928,K04577
D01354,K05175
D11150,K04840
D00997,K04140
D00492,K04810
D00463,K00509
D00375,K04840
D00711,K05211
D07804,K04129
D03254,K11987
D00787,K04130
D00354,K04840
D07182,K04142
D01238,K13755
D12357,K03994
D00939,K00787
D00714,K05181
D00600,K04137
D10476,K05082
D01810,K05004
D01238,K19021
D01243,K04837
D00495,K04853
D00425,K00509
D08489,K04145
D00763,K04813
D00789,K04140
D07555,K01539
D03715,K11987
D09819,K04139
D00698,K05181
D02618,K05175
D00250,K05222
D02207,K04815
D05107,K04157
D07870,K04145
D00997,K04139
D08873,K01314
D00199,K04833
D09569,K04930
D08375,K00509
D00700,K05175
D04087,K04131
D00559,K04146
D11150,K05192
D11603,K08530
D00601,K04141
D01328,K05184
D03264,K04130
D01310,K05192
D02910,K04136
D01238,K13293
D01238,K18437
D01183,K11987
D07511,K04133
D02995,K04162
D11120,K04687
D05093,K10951
D00477,K04836
D01326,K04834
D06007,K04215
D01252,K11987
D00283,K04140
D07273,K04804
D00464,K05192
D03914,K04135
D03914,K04136
D08458,K04834
D07894,K04834
D09794,K04140
D01405,K04136
D06623,K04149
D08964,K05199
D00763,K04811
D00354,K04842
D00160,K01343
D02969,K04843
D00611,K04813
D05206,K04137
D00790,K04144
D08375,K11987
D00375,K04841
D00758,K04808
D03914,K04926
D00644,K04141
D02969,K04834
D00633,K04147
D05201,K01321
D00492,K04808
D00793,K04145
D01268,K05181
D01582,K00509
D00280,K05184
D00767,K04806
D01325,K00509
D01152,K04837
D08572,K04143
D01020,K04136
D01454,K04141
D00611,K04815
D01326,K04833
D01877,K14426
D12251,K01335
D00759,K04804
D01603,K04995
D07511,K04132
D00737,K04840
D00763,K04805
D00789,K04139
D01520,K04145
D02587,K01539
D08646,K04265
D01603,K04138
D08192,K04135
D11093,K04010
D02771,K05185
D00738,K04842
D03783,K04214
D02824,K04153
D02910,K04833
D08220,K04137
D12613,K01328
D01871,K04133
D00132,K11987
D00767,K04804
D00737,K04834
D10721,K04447
D03068,K05476
D00470,K05186
D09819,K04145
D00844,K04215
D08964,K05198
D00693,K05185
D11150,K04838
D01152,K04840
D08311,K04837
D00760,K04814
D01293,K05175
D08181,K04836
D03080,K00461
D01354,K05186
D07590,K04142
D01287,K04843
D01328,K05181
D00778,K04130
D00759,K04808
D03264,K04131
D00714,K05189
D08385,K04144
D07181,K04143
D07845,K04851
D00477,K04841
D00477,K04842
D07894,K04842
D01290,K04135
D00654,K14426
D01871,K04130
D07993,K04843
D04650,K05175
D02272,K04834
D02272,K04840
D03684,K05473
D01709,K11987
D01236,K04228
D01454,K04142
D00247,K14427
D00492,K04813
D01071,K05189
D03940,K03994
D04882,K05189
D01152,K04834
D00650,K14426
D00386,K08555
D01290,K04136
D07303,K04129
D00464,K05189
D00549,K05185
D12908,K01321
D08311,K04833
D06401,K14426
D09819,K04138
D01044,K04145
D00375,K04834
D02207,K04813
D02778,K06476
D02272,K04841
D01603,K04139
D05457,K05357
D00611,K04812
D01164,K04157
D11769,K04157
D00354,K04837
D08397,K04157
D07309,K04145
D08106,K04137
D03471,K14426
D01455,K04842
D02252,K05181
D08284,K04137
D08201,K04137
D07183,K04141
D08453,K00274
D00461,K14426
D09348,K05855
D07064,K00355
D01767,K00509
D04034,K04149
D00454,K04145
D02207,K04807
D12410,K04141
D01326,K04838
D01847,K04141
D10825,K00545
D07310,K04146
D07552,K04834
D01152,K04843
D07182,K04141
D00611,K04809
D04095,K04840
D00549,K05186
D07870,K04144
D00760,K04811
D04882,K05186
D02618,K05184
D01548,K04157
D00458,K04145
D00639,K04840
D11078,K09592
D08667,K13524
D00375,K04833
D04650,K05189
D08547,K03911
D11055,K12332
D01325,K11987
D00499,K05184
D00789,K04145
D11094,K01324
D02363,K04157
D07165,K04957
D09765,K03914
D08311,K04841
D01071,K05184
D01071,K05186
D01871,K04131
D00283,K04819
D00464,K05175
D04095,K04838
D08588,K05034
D04650,K05192
D08647,K04265
D08192,K04137
D01605,K14426
D07447,K04824
D00293,K05185
D07511,K04130
D01254,K05185
D10821,K01321
D00838,K04215
D03711,K04131
D08181,K04834
D00499,K05186
D02976,K04143
D07135,K05357
D01164,K04145
D00711,K05209
D08157,K04131
D00693,K05189
D03914,K04141
D01152,K04836
D03415,K04135
D03115,K17388
D08192,K04136
D00255,K04142
D00495,K04850
D01866,K11987
D01268,K05185
D02247,K04132
D07552,K04840
D00611,K04811
D03197,K04215
D00711,K05210
D00701,K05189
D03846,K10456
D07273,K04811
D00700,K05181
D00759,K04813
D00454,K04135
D02771,K05186
D02247,K04129
D07273,K04813
D00354,K04833
D00763,K04814
D08102,K11987
D01277,K04137
D07156,K04143
D02680,K04157
D01767,K11987
D00758,K04804
D00555,K05184
D09365,K08529
D00791,K04145
D11150,K05189
D08517,K04197
D00059,K04147
D00293,K05175
D03264,K04133
D00698,K05186
D00758,K04807
D01310,K05175
D01310,K05186
D07590,K04141
D01071,K05181
D06623,K04137
D02682,K04145
D07993,K04834
D07993,K04836
D05312,K04214
D01254,K05175
D06456,K13822
D01810,K12319
D00430,K05186
D00553,K04842
D10872,K11217
D07552,K04843
D11190,K12324
D07931,K04137
D00199,K04842
D07447,K04825
D01183,K00509
D02671,K04145
D02995,K04163
D00778,K04131
D08435,K04836
D00997,K04135
D00225,K05192
D01268,K05184
D01293,K05192
D00758,K04810
D00779,K04130
D02910,K04834
D07834,K04137
D08192,K04138
D04882,K05192
D07273,K04807
D00555,K05185
D00470,K05192
D00549,K05175
D08646,K04268
D00109,K00509
D02103,K04843
D03711,K04133
D02252,K05175
D04650,K05186
D03914,K04857
D12595,K00509
D00461,K14425
D00492,K04807
D00710,K13524
D00778,K04133
D08549,K04145
D11150,K05185
D01455,K04841
D08662,K04136
D00701,K05184
D04087,K04133
D00672,K04149
D10945,K11217
D05206,K04140
D01902,K04157
D00714,K05185
D00340,K14426
D00477,K04837
D01455,K04834
D07447,K04827
D00553,K04834
D00425,K11987
D02802,K06488
D07184,K04143
D00477,K04838
D00492,K04809
D00679,K04135
D02103,K04833
D01293,K05181
D02995,K04157
D02252,K05185
D07845,K04857
D02910,K04135
D07579,K00509
D07894,K04843
D10913,K22428
D08636,K04145
D01939,K04157
D00499,K05189
D05183,K01312
D00252,K04842
D00130,K11987
D00560,K04145
D03556,K04144
D01254,K05192
D01333,K04135
D00247,K14425
D00199,K04837
D01405,K04135
D00059,K04146
D09569,K04929
D08339,K04144
D06623,K04135
D08485,K04153
D07999,K14425
D02910,K04137
D00293,K05192
D08364,K11987
D03718,K11987
D07804,K04132
D07165,K04956
D08458,K04837
D08220,K04136
D00611,K04816
D00507,K04135
D01243,K04842
D00847,K04213
D02207,K04804
D01548,K04145
D07552,K04836
D00632,K04141
D09847,K01539
D00225,K05186
D02022,K04145
D04882,K05185
D00454,K04162
D01307,K04135
D00492,K04805
D07268,K11987
D00835,K04215
D01382,K05181
D07298,K05175
D00789,K04149
D00656,K14425
D07870,K04147
D00247,K10951
D00649,K04824
D05340,K04145
D00553,K04833
D00737,K04838
D02272,K04833
D08435,K04841
D01981,K01313
D01238,K13298
D08339,K04145
D00404,K04856
D07854,K04157
D00503,K04145
D01277,K04139
D08421,K04838
D02910,K05005
D03343,K01059
D00293,K05186
D00760,K04809
D07993,K04833
D00464,K05186
D00458,K04157
D00968,K11987
D00649,K04827
D03711,K04130
D10721,K11218
D03718,K00509
D07564,K00106
D00701,K05185
D01822,K18245
D00199,K04838
D07894,K04836
D01382,K05175
D08284,K04138
D01020,K04135
D00252,K04837
D04882,K05181
D01293,K05186
D00464,K05185
D00758,K04809
D00058,K05184
D00058,K05189
D09794,K04135
D00600,K04136
D10759,K03899
D05482,K05004
D08284,K04135
D02680,K04153
D04034,K04140
D07273,K04810
D04087,K04129
D00470,K05175
D10757,K01321
D01369,K04857
D00997,K04137
D02969,K04837
D01268,K05175
D07511,K04131
D02357,K04157
D00738,K04841
D01709,K00509
D00058,K05185
D11150,K04837
D01369,K04853
D08435,K04838
D07931,K04136
D00698,K05175
D00058,K05181
D00499,K05181
D11150,K05186
D08614,K04137
D00477,K04834
D01454,K04143
D04641,K04266
D00790,K04145
D08611,K04139
D10790,K04858
D08047,K04215
D00454,K04147
D11150,K04842
D00658,K14426
D10000,K05079
D08311,K04843
D07303,K04131
D00674,K04153
D00714,K05192
D11150,K05175
D00759,K04807
D07143,K01313
D07144,K01313
D00255,K04141
D00293,K05184
D02680,K04145
D02247,K04131
D01293,K05184
D00698,K05189
D01822,K18246
D01290,K04137
D06623,K04157
D07303,K04130
D00711,K05212
D00499,K05192
D00224,K00106
D08435,K04834
D07579,K11987
D00608,K04136
D07894,K04841
D04148,K04153
D01866,K00509
D01268,K05192
D01485,K04136
D00597,K04141
D00354,K04838
D00555,K05181
D03914,K04905
D09794,K04136
D07156,K04142
D08192,K04140
D04051,K12323
D07131,K05357
D01573,K04136
D02720,K04263
D00492,K04815
D00495,K04857
D02771,K05175
D02609,K04145
D00464,K05184
D00454,K04136
D07993,K04840
D07181,K04142
D07931,K04138
D01382,K05184
D02252,K05184
D07870,K04146
D12500,K01321
D04532,K04137
D08220,K04135
D00255,K04136
D01379,K01539
D00492,K04814
D00553,K04840
D07298,K05192
D00779,K04131
D00714,K05175
D01254,K05186
D08430,K04145
D08421,K04840
D09900,K10366
D00549,K05184
D12434,K03899
D00600,K04135
D10821,K01314
D07894,K04837
D00676,K04153
D00758,K04814
D02207,K04811
D05093,K14425
D00639,K04833
D00633,K04145
D05312,K04213
D00767,K04805
D00779,K04132
D01354,K05185
D08682,K00355
D01152,K04841
D02910,K05004
D07590,K04143
D00611,K04804
D01481,K04215
D10115,K10366
D08435,K04837
D00658,K14425
D10306,K05082
D00519,K14426
D00199,K04836
D00252,K04838
D01268,K05189
D08100,K04213
D00280,K05189
D07310,K04145
D02357,K04163
D02207,K04806
D00787,K04133
D04148,K05037
D01243,K04834
D02671,K04157
D08964,K05200
D07273,K04814
D00763,K04804
D03359,K04298
D00637,K04833
D01326,K04840
D10424,K04153
D00693,K05192
D08990,K05082
D02910,K04997
D07307,K04157
D02771,K05189
D08157,K04132
D11150,K04836
D03914,K04850
D08646,K04266
D00432,K04141
D00492,K04806
D08149,K11987
D07804,K04130
D08964,K05197
D02162,K04145
D00787,K04132
D07552,K04838
D00325,K05771
D01369,K04141
D08435,K04842
D08099,K04157
D05181,K00509
D10515,K00787
D02103,K04842
D00758,K04806
D07298,K05181
D00737,K04837
D00763,K04807
D02778,K06493
D02910,K04837
D00997,K04136
D01287,K04837
D00776,K04139
D09569,K04926
D00711,K05208
D00763,K04810
D04095,K04833
D00694,K05192
D01310,K05185
D01136,K01315
D02910,K04836
D08435,K04840
D03361,K04298
D11701,K13596
D08031,K04138
D00493,K04145
D08691,K04144
D06622,K04141
D01287,K04841
D00252,K04841
D00776,K04140
D07273,K04808
D02207,K04814
D07184,K04142
D00634,K04141
D00760,K04806
D10871,K11217
D04034,K04157
D00763,K04809
D11150,K05184
D01277,K04138
D01182,K04141
D08364,K00509
D00701,K05186
D02604,K04145
D07181,K04141
D00637,K04840
D01573,K04138
D00252,K04834
D07294,K11987
D00700,K05192
D00454,K04137
D00763,K04815
D02207,K04805
D00374,K04145
D03415,K04136
D02103,K04836
D03783,K04215
D11150,K04833
D09922,K08207
D08611,K04140
D00760,K04807
D03234,K00787
D00280,K05192
D01823,K00509
D00763,K04808
D04095,K04836
D08614,K04138
D02910,K04999
D08525,K04142
D03830,K04853
D08192,K04139
D01238,K13296
D00492,K04804
D01243,K04843
D04034,K04139
D01310,K05189
D02111,K04215
D00649,K04825
D00767,K04814
D00779,K04129
D07552,K04833
D09922,K08208
D01369,K04851
D08647,K04266
D03715,K00509
D00510,K00509
D00759,K04815
D08103,K11987
D02207,K04808
D02162,K04144
D05621,K04615
D00304,K13524
D08421,K04833
D00386,K04825
D07834,K04135
D07183,K04142
D00293,K05181
D00375,K04838
D07273,K04815
D08458,K04842
D00280,K05175
D03914,K04999
D00639,K04843
D07945,K04153
D05340,K04157
D02683,K04145
D02618,K05181
D07298,K05186
D00767,K04809
D03556,K04145
D10522,K01321
D08435,K04843
D01603,K04140
D06398,K03911
D07305,K04145
D08100,K04214
D07298,K05189
D04087,K04132
D10516,K04145
D02910,K04141
D07834,K04136
D12815,K05082
D01243,K04838
D01382,K05189
D03711,K04129
D11405,K18211
D00738,K04834
D04095,K04842
D00694,K05185
D08358,K04137
D03115,K04514
D07916,K04141
D00637,K04834
D08311,K04836
D01328,K05192
D02247,K04133
D03830,K04850
D07660,K04141
D04111,K14425
D01896,K19021
D00560,K04138
D00737,K04842
D00058,K05192
D08614,K04140
D08358,K04139
D07183,K04143
D00225,K05181
D10172,K00254
D00778,K04132
D10791,K13129
D00694,K05186
D07894,K04838
D11674,K01324
D00308,K04136
D02942,K04215
D11150,K05181
D08421,K04836
D04882,K05184
D00701,K05175
D00217,K00509
D08421,K04834
D01152,K04838
D07834,K04139
D01326,K04841
D01326,K04842
D01382,K05185
D08157,K04129
D00217,K11987
D08358,K04136
D02910,K04926
D01280,K00355
D00611,K04805
D00225,K05175
D01243,K04841
D01328,K05185
D07511,K04129
D00789,K04157
D01254,K05189
D01277,K04135
D03337,K03911
D12396,K01324
D08525,K04905
D00507,K04139
D12122,K09592
D03714,K11987
D00059,K04144
D00430,K05192
D00293,K05189
D07804,K04131
D00738,K04833
D00737,K04836
D07285,K04215
D01369,K04137
D08614,K04135
D08106,K04136
D08525,K04141
D01551,K04263
D01405,K04137
D00430,K05175
D00158,K11987
D08234,K04215
D00968,K00509
D02272,K04838
D03415,K04141
D05482,K05032
D00611,K04807
D00701,K05192
D00698,K05185
D04492,K03916
D02338,K04141
D00838,K04214
D00132,K00509
D00280,K05186
D00354,K04834
D00767,K04815
D00308,K04145
D00559,K04147
D00787,K04131
D01277,K04136
D12595,K11987
D00225,K05184
D01243,K04833
D11243,K06466
D07999,K10951
D07165,K04955
D08065,K04263
D01573,K04140
D01310,K05184
D01369,K04136
D08358,K04135
D08547,K03912
D01822,K01672
